2023-08-25 09:10:51.553 | INFO     | __main__:<module>:70 - ================Starting================
2023-08-25 09:10:51.555 | INFO     | __main__:<module>:73 - Set device: cpu
2023-08-25 09:10:51.560 | INFO     | __main__:<module>:76 - Set seed: 2333
2023-08-25 09:11:28.643 | INFO     | __main__:<module>:70 - ================Starting================
2023-08-25 09:11:28.644 | INFO     | __main__:<module>:73 - Set device: cpu
2023-08-25 09:11:28.647 | INFO     | __main__:<module>:76 - Set seed: 2333
2023-08-25 09:11:38.552 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-04, Loss: 20.533398841794014
2023-08-25 09:11:49.435 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-05, Loss: 23.91041834083086
2023-08-25 09:12:00.312 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-06, Loss: 13.727311020519268
2023-08-25 09:12:11.890 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-07, Loss: 12.73712329255093
2023-08-25 09:12:22.655 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-10, Loss: 5.659567584260551
2023-08-25 09:12:33.349 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-11, Loss: 14.151673797992956
2023-08-25 09:12:46.921 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-12, Loss: 25.21564570361277
2023-08-25 09:12:58.145 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-13, Loss: 24.479954578506106
2023-08-25 09:13:08.884 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-14, Loss: 26.990002303187133
2023-08-25 09:13:19.547 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-17, Loss: 25.374689410726138
2023-08-25 09:13:30.718 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-18, Loss: 18.220800441006283
2023-08-25 09:13:41.859 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-19, Loss: 15.919568666979792
2023-08-25 09:13:52.610 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-20, Loss: 23.890684375703156
2023-08-25 09:14:03.870 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-21, Loss: 21.931327487172368
2023-08-25 09:14:20.951 | INFO     | __main__:<module>:70 - ================Starting================
2023-08-25 09:14:20.952 | INFO     | __main__:<module>:73 - Set device: cpu
2023-08-25 09:14:20.954 | INFO     | __main__:<module>:76 - Set seed: 2333
2023-08-25 09:14:30.943 | INFO     | __main__:<module>:70 - ================Starting================
2023-08-25 09:14:30.944 | INFO     | __main__:<module>:73 - Set device: cpu
2023-08-25 09:14:30.946 | INFO     | __main__:<module>:76 - Set seed: 2333
2023-08-25 09:14:49.043 | INFO     | __main__:<module>:70 - ================Starting================
2023-08-25 09:14:49.044 | INFO     | __main__:<module>:73 - Set device: cpu
2023-08-25 09:14:49.046 | INFO     | __main__:<module>:76 - Set seed: 2333
2023-08-25 09:15:09.309 | INFO     | __main__:<module>:70 - ================Starting================
2023-08-25 09:15:09.310 | INFO     | __main__:<module>:73 - Set device: cpu
2023-08-25 09:15:09.313 | INFO     | __main__:<module>:76 - Set seed: 2333
2023-08-25 09:16:07.297 | INFO     | __main__:<module>:70 - ================Starting================
2023-08-25 09:16:07.299 | INFO     | __main__:<module>:73 - Set device: cpu
2023-08-25 09:16:07.301 | INFO     | __main__:<module>:76 - Set seed: 2333
2023-08-25 09:16:28.274 | INFO     | __main__:<module>:70 - ================Starting================
2023-08-25 09:16:28.275 | INFO     | __main__:<module>:73 - Set device: cpu
2023-08-25 09:16:28.278 | INFO     | __main__:<module>:76 - Set seed: 2333
2023-08-25 09:16:41.510 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-04, Loss: 155.1691751336952
2023-08-25 09:16:51.378 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-05, Loss: 161.35156024891074
2023-08-25 09:17:01.492 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-06, Loss: 155.61261866717163
2023-08-25 09:17:11.678 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-07, Loss: 156.59317736589372
2023-08-25 09:17:21.724 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-10, Loss: 155.20287325295527
2023-08-25 09:17:32.122 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-11, Loss: 158.49618201111048
2023-08-25 09:17:42.825 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-12, Loss: 154.41805085741845
2023-08-25 09:17:53.578 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-13, Loss: 165.59497977667922
2023-08-25 09:18:04.284 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-14, Loss: 166.23431203374219
2023-08-25 09:18:15.027 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-17, Loss: 182.09622437048364
2023-08-25 09:18:25.682 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-18, Loss: 179.37052002196342
2023-08-25 09:18:36.958 | INFO     | log:log_train:25 - Epoch: 0/20,file 2023-07-19, Loss: 178.49784202381835
